game_id,jugador_blanco,jugador_negro,fen,turno,ultimo_mov
StockFishvsStockFish,StockFish,StockFish,rnbqkb1r/pp1p1pp1/2p1pn1p/8/2PP1B2/2N5/PP2PPPP/R2QKBNR b KQkq - 0 4,0,e7e6
