game_id,jugador_blanco,jugador_negro,fen,turno,ultimo_movimiento,ultimo_mov
StockFishvsStockFish,StockFish,StockFish,5k2/8/1R6/8/8/8/6B1/5K2 w - - 0 201,1,,e2f1
